"grid","EASTING","NORTHING"
"HP40",445000,1205000
"HP50",455000,1205000
"HP51",455000,1215000
"HP60",465000,1205000
"HP61",465000,1215000
"HP62",465000,1225000
"HT93",395000,1135000
"HT94",395000,1145000
"HU14",415000,1145000
"HU15",415000,1155000
"HU16",415000,1165000
"HU24",425000,1145000
"HU25",425000,1155000
"HU26",425000,1165000
"HU27",425000,1175000
"HU28",425000,1185000
"HU30",435000,1105000
"HU31",435000,1115000
"HU32",435000,1125000
"HU33",435000,1135000
"HU34",435000,1145000
"HU35",435000,1155000
"HU36",435000,1165000
"HU37",435000,1175000
"HU38",435000,1185000
"HU39",435000,1195000
"HU40",445000,1105000
"HU41",445000,1115000
"HU42",445000,1125000
"HU43",445000,1135000
"HU44",445000,1145000
"HU45",445000,1155000
"HU46",445000,1165000
"HU47",445000,1175000
"HU48",445000,1185000
"HU49",445000,1195000
"HU53",455000,1135000
"HU54",455000,1145000
"HU55",455000,1155000
"HU56",455000,1165000
"HU57",455000,1175000
"HU58",455000,1185000
"HU59",455000,1195000
"HU66",465000,1165000
"HU67",465000,1175000
"HU68",465000,1185000
"HU69",465000,1195000
"HU77",475000,1175000
"HW83",185000,1035000
"HX62",265000,1025000
"HY10",315000,1005000
"HY20",325000,1005000
"HY21",325000,1015000
"HY22",325000,1025000
"HY23",325000,1035000
"HY30",335000,1005000
"HY31",335000,1015000
"HY32",335000,1025000
"HY33",335000,1035000
"HY34",335000,1045000
"HY40",345000,1005000
"HY41",345000,1015000
"HY42",345000,1025000
"HY43",345000,1035000
"HY44",345000,1045000
"HY45",345000,1055000
"HY50",355000,1005000
"HY51",355000,1015000
"HY52",355000,1025000
"HY53",355000,1035000
"HY54",355000,1045000
"HY55",355000,1055000
"HY60",365000,1005000
"HY61",365000,1015000
"HY62",365000,1025000
"HY63",365000,1035000
"HY64",365000,1045000
"HY73",375000,1035000
"HY74",375000,1045000
"HY75",375000,1055000
"HZ16",415000,1065000
"HZ17",415000,1075000
"HZ26",425000,1065000
"HZ27",425000,1075000
"NA00",5000,905000
"NA10",15000,905000
"NA91",95000,915000
"NA92",95000,925000
"NA93",95000,935000
"NB00",105000,905000
"NB01",105000,915000
"NB02",105000,925000
"NB03",105000,935000
"NB10",115000,905000
"NB11",115000,915000
"NB12",115000,925000
"NB13",115000,935000
"NB14",115000,945000
"NB20",125000,905000
"NB21",125000,915000
"NB22",125000,925000
"NB23",125000,935000
"NB24",125000,945000
"NB25",125000,955000
"NB30",135000,905000
"NB31",135000,915000
"NB32",135000,925000
"NB33",135000,935000
"NB34",135000,945000
"NB35",135000,955000
"NB41",145000,915000
"NB42",145000,925000
"NB43",145000,935000
"NB44",145000,945000
"NB45",145000,955000
"NB46",145000,965000
"NB52",155000,925000
"NB53",155000,935000
"NB54",155000,945000
"NB55",155000,955000
"NB56",155000,965000
"NB90",195000,905000
"NB91",195000,915000
"NC00",205000,905000
"NC01",205000,915000
"NC02",205000,925000
"NC03",205000,935000
"NC10",215000,905000
"NC11",215000,915000
"NC12",215000,925000
"NC13",215000,935000
"NC14",215000,945000
"NC15",215000,955000
"NC16",215000,965000
"NC20",225000,905000
"NC21",225000,915000
"NC22",225000,925000
"NC23",225000,935000
"NC24",225000,945000
"NC25",225000,955000
"NC26",225000,965000
"NC27",225000,975000
"NC30",235000,905000
"NC31",235000,915000
"NC32",235000,925000
"NC33",235000,935000
"NC34",235000,945000
"NC35",235000,955000
"NC36",235000,965000
"NC37",235000,975000
"NC40",245000,905000
"NC41",245000,915000
"NC42",245000,925000
"NC43",245000,935000
"NC44",245000,945000
"NC45",245000,955000
"NC46",245000,965000
"NC50",255000,905000
"NC51",255000,915000
"NC52",255000,925000
"NC53",255000,935000
"NC54",255000,945000
"NC55",255000,955000
"NC56",255000,965000
"NC60",265000,905000
"NC61",265000,915000
"NC62",265000,925000
"NC63",265000,935000
"NC64",265000,945000
"NC65",265000,955000
"NC66",265000,965000
"NC70",275000,905000
"NC71",275000,915000
"NC72",275000,925000
"NC73",275000,935000
"NC74",275000,945000
"NC75",275000,955000
"NC76",275000,965000
"NC80",285000,905000
"NC81",285000,915000
"NC82",285000,925000
"NC83",285000,935000
"NC84",285000,945000
"NC85",285000,955000
"NC86",285000,965000
"NC90",295000,905000
"NC91",295000,915000
"NC92",295000,925000
"NC93",295000,935000
"NC94",295000,945000
"NC95",295000,955000
"NC96",295000,965000
"ND01",305000,915000
"ND02",305000,925000
"ND03",305000,935000
"ND04",305000,945000
"ND05",305000,955000
"ND06",305000,965000
"ND07",305000,975000
"ND12",315000,925000
"ND13",315000,935000
"ND14",315000,945000
"ND15",315000,955000
"ND16",315000,965000
"ND17",315000,975000
"ND19",315000,995000
"ND23",325000,935000
"ND24",325000,945000
"ND25",325000,955000
"ND26",325000,965000
"ND27",325000,975000
"ND28",325000,985000
"ND29",325000,995000
"ND33",335000,935000
"ND34",335000,945000
"ND35",335000,955000
"ND36",335000,965000
"ND37",335000,975000
"ND38",335000,985000
"ND39",335000,995000
"ND47",345000,975000
"ND48",345000,985000
"ND49",345000,995000
"ND59",355000,995000
"NF09",5000,895000
"NF19",15000,895000
"NF60",65000,805000
"NF66",65000,865000
"NF67",65000,875000
"NF68",65000,885000
"NF70",75000,805000
"NF71",75000,815000
"NF72",75000,825000
"NF73",75000,835000
"NF74",75000,845000
"NF75",75000,855000
"NF76",75000,865000
"NF77",75000,875000
"NF81",85000,815000
"NF82",85000,825000
"NF83",85000,835000
"NF84",85000,845000
"NF85",85000,855000
"NF86",85000,865000
"NF87",85000,875000
"NF88",85000,885000
"NF95",95000,855000
"NF96",95000,865000
"NF97",95000,875000
"NF98",95000,885000
"NF99",95000,895000
"NG07",105000,875000
"NG08",105000,885000
"NG09",105000,895000
"NG14",115000,845000
"NG15",115000,855000
"NG18",115000,885000
"NG19",115000,895000
"NG20",125000,805000
"NG23",125000,835000
"NG24",125000,845000
"NG25",125000,855000
"NG26",125000,865000
"NG29",125000,895000
"NG30",135000,805000
"NG31",135000,815000
"NG32",135000,825000
"NG33",135000,835000
"NG34",135000,845000
"NG35",135000,855000
"NG36",135000,865000
"NG37",135000,875000
"NG40",145000,805000
"NG41",145000,815000
"NG42",145000,825000
"NG43",145000,835000
"NG44",145000,845000
"NG45",145000,855000
"NG46",145000,865000
"NG47",145000,875000
"NG49",145000,895000
"NG50",155000,805000
"NG51",155000,815000
"NG52",155000,825000
"NG53",155000,835000
"NG54",155000,845000
"NG55",155000,855000
"NG56",155000,865000
"NG60",165000,805000
"NG61",165000,815000
"NG62",165000,825000
"NG63",165000,835000
"NG64",165000,845000
"NG65",165000,855000
"NG70",175000,805000
"NG71",175000,815000
"NG72",175000,825000
"NG73",175000,835000
"NG74",175000,845000
"NG75",175000,855000
"NG76",175000,865000
"NG77",175000,875000
"NG78",175000,885000
"NG79",175000,895000
"NG80",185000,805000
"NG81",185000,815000
"NG82",185000,825000
"NG83",185000,835000
"NG84",185000,845000
"NG85",185000,855000
"NG86",185000,865000
"NG87",185000,875000
"NG88",185000,885000
"NG89",185000,895000
"NG90",195000,805000
"NG91",195000,815000
"NG92",195000,825000
"NG93",195000,835000
"NG94",195000,845000
"NG95",195000,855000
"NG96",195000,865000
"NG97",195000,875000
"NG98",195000,885000
"NG99",195000,895000
"NH00",205000,805000
"NH01",205000,815000
"NH02",205000,825000
"NH03",205000,835000
"NH04",205000,845000
"NH05",205000,855000
"NH06",205000,865000
"NH07",205000,875000
"NH08",205000,885000
"NH09",205000,895000
"NH10",215000,805000
"NH11",215000,815000
"NH12",215000,825000
"NH13",215000,835000
"NH14",215000,845000
"NH15",215000,855000
"NH16",215000,865000
"NH17",215000,875000
"NH18",215000,885000
"NH19",215000,895000
"NH20",225000,805000
"NH21",225000,815000
"NH22",225000,825000
"NH23",225000,835000
"NH24",225000,845000
"NH25",225000,855000
"NH26",225000,865000
"NH27",225000,875000
"NH28",225000,885000
"NH29",225000,895000
"NH30",235000,805000
"NH31",235000,815000
"NH32",235000,825000
"NH33",235000,835000
"NH34",235000,845000
"NH35",235000,855000
"NH36",235000,865000
"NH37",235000,875000
"NH38",235000,885000
"NH39",235000,895000
"NH40",245000,805000
"NH41",245000,815000
"NH42",245000,825000
"NH43",245000,835000
"NH44",245000,845000
"NH45",245000,855000
"NH46",245000,865000
"NH47",245000,875000
"NH48",245000,885000
"NH49",245000,895000
"NH50",255000,805000
"NH51",255000,815000
"NH52",255000,825000
"NH53",255000,835000
"NH54",255000,845000
"NH55",255000,855000
"NH56",255000,865000
"NH57",255000,875000
"NH58",255000,885000
"NH59",255000,895000
"NH60",265000,805000
"NH61",265000,815000
"NH62",265000,825000
"NH63",265000,835000
"NH64",265000,845000
"NH65",265000,855000
"NH66",265000,865000
"NH67",265000,875000
"NH68",265000,885000
"NH69",265000,895000
"NH70",275000,805000
"NH71",275000,815000
"NH72",275000,825000
"NH73",275000,835000
"NH74",275000,845000
"NH75",275000,855000
"NH76",275000,865000
"NH77",275000,875000
"NH78",275000,885000
"NH79",275000,895000
"NH80",285000,805000
"NH81",285000,815000
"NH82",285000,825000
"NH83",285000,835000
"NH84",285000,845000
"NH85",285000,855000
"NH86",285000,865000
"NH87",285000,875000
"NH88",285000,885000
"NH89",285000,895000
"NH90",295000,805000
"NH91",295000,815000
"NH92",295000,825000
"NH93",295000,835000
"NH94",295000,845000
"NH95",295000,855000
"NH96",295000,865000
"NH97",295000,875000
"NH98",295000,885000
"NJ00",305000,805000
"NJ01",305000,815000
"NJ02",305000,825000
"NJ03",305000,835000
"NJ04",305000,845000
"NJ05",305000,855000
"NJ06",305000,865000
"NJ10",315000,805000
"NJ11",315000,815000
"NJ12",315000,825000
"NJ13",315000,835000
"NJ14",315000,845000
"NJ15",315000,855000
"NJ16",315000,865000
"NJ17",315000,875000
"NJ20",325000,805000
"NJ21",325000,815000
"NJ22",325000,825000
"NJ23",325000,835000
"NJ24",325000,845000
"NJ25",325000,855000
"NJ26",325000,865000
"NJ27",325000,875000
"NJ30",335000,805000
"NJ31",335000,815000
"NJ32",335000,825000
"NJ33",335000,835000
"NJ34",335000,845000
"NJ35",335000,855000
"NJ36",335000,865000
"NJ40",345000,805000
"NJ41",345000,815000
"NJ42",345000,825000
"NJ43",345000,835000
"NJ44",345000,845000
"NJ45",345000,855000
"NJ46",345000,865000
"NJ50",355000,805000
"NJ51",355000,815000
"NJ52",355000,825000
"NJ53",355000,835000
"NJ54",355000,845000
"NJ55",355000,855000
"NJ56",355000,865000
"NJ60",365000,805000
"NJ61",365000,815000
"NJ62",365000,825000
"NJ63",365000,835000
"NJ64",365000,845000
"NJ65",365000,855000
"NJ66",365000,865000
"NJ70",375000,805000
"NJ71",375000,815000
"NJ72",375000,825000
"NJ73",375000,835000
"NJ74",375000,845000
"NJ75",375000,855000
"NJ76",375000,865000
"NJ80",385000,805000
"NJ81",385000,815000
"NJ82",385000,825000
"NJ83",385000,835000
"NJ84",385000,845000
"NJ85",385000,855000
"NJ86",385000,865000
"NJ90",395000,805000
"NJ91",395000,815000
"NJ92",395000,825000
"NJ93",395000,835000
"NJ94",395000,845000
"NJ95",395000,855000
"NJ96",395000,865000
"NK02",405000,825000
"NK03",405000,835000
"NK04",405000,845000
"NK05",405000,855000
"NK06",405000,865000
"NK13",415000,835000
"NK14",415000,845000
"NK15",415000,855000
"NL69",65000,795000
"NL79",75000,795000
"NL93",95000,735000
"NL94",95000,745000
"NM04",105000,745000
"NM05",105000,755000
"NM15",115000,755000
"NM16",115000,765000
"NM19",115000,795000
"NM21",125000,715000
"NM22",125000,725000
"NM23",125000,735000
"NM24",125000,745000
"NM25",125000,755000
"NM26",125000,765000
"NM29",125000,795000
"NM31",135000,715000
"NM32",135000,725000
"NM33",135000,735000
"NM34",135000,745000
"NM35",135000,755000
"NM37",135000,775000
"NM38",135000,785000
"NM39",135000,795000
"NM40",145000,705000
"NM41",145000,715000
"NM42",145000,725000
"NM43",145000,735000
"NM44",145000,745000
"NM45",145000,755000
"NM46",145000,765000
"NM47",145000,775000
"NM48",145000,785000
"NM49",145000,795000
"NM51",155000,715000
"NM52",155000,725000
"NM53",155000,735000
"NM54",155000,745000
"NM55",155000,755000
"NM56",155000,765000
"NM57",155000,775000
"NM59",155000,795000
"NM60",165000,705000
"NM61",165000,715000
"NM62",165000,725000
"NM63",165000,735000
"NM64",165000,745000
"NM65",165000,755000
"NM66",165000,765000
"NM67",165000,775000
"NM68",165000,785000
"NM69",165000,795000
"NM70",175000,705000
"NM71",175000,715000
"NM72",175000,725000
"NM73",175000,735000
"NM74",175000,745000
"NM75",175000,755000
"NM76",175000,765000
"NM77",175000,775000
"NM78",175000,785000
"NM79",175000,795000
"NM80",185000,705000
"NM81",185000,715000
"NM82",185000,725000
"NM83",185000,735000
"NM84",185000,745000
"NM85",185000,755000
"NM86",185000,765000
"NM87",185000,775000
"NM88",185000,785000
"NM89",185000,795000
"NM90",195000,705000
"NM91",195000,715000
"NM92",195000,725000
"NM93",195000,735000
"NM94",195000,745000
"NM95",195000,755000
"NM96",195000,765000
"NM97",195000,775000
"NM98",195000,785000
"NM99",195000,795000
"NN00",205000,705000
"NN01",205000,715000
"NN02",205000,725000
"NN03",205000,735000
"NN04",205000,745000
"NN05",205000,755000
"NN06",205000,765000
"NN07",205000,775000
"NN08",205000,785000
"NN09",205000,795000
"NN10",215000,705000
"NN11",215000,715000
"NN12",215000,725000
"NN13",215000,735000
"NN14",215000,745000
"NN15",215000,755000
"NN16",215000,765000
"NN17",215000,775000
"NN18",215000,785000
"NN19",215000,795000
"NN20",225000,705000
"NN21",225000,715000
"NN22",225000,725000
"NN23",225000,735000
"NN24",225000,745000
"NN25",225000,755000
"NN26",225000,765000
"NN27",225000,775000
"NN28",225000,785000
"NN29",225000,795000
"NN30",235000,705000
"NN31",235000,715000
"NN32",235000,725000
"NN33",235000,735000
"NN34",235000,745000
"NN35",235000,755000
"NN36",235000,765000
"NN37",235000,775000
"NN38",235000,785000
"NN39",235000,795000
"NN40",245000,705000
"NN41",245000,715000
"NN42",245000,725000
"NN43",245000,735000
"NN44",245000,745000
"NN45",245000,755000
"NN46",245000,765000
"NN47",245000,775000
"NN48",245000,785000
"NN49",245000,795000
"NN50",255000,705000
"NN51",255000,715000
"NN52",255000,725000
"NN53",255000,735000
"NN54",255000,745000
"NN55",255000,755000
"NN56",255000,765000
"NN57",255000,775000
"NN58",255000,785000
"NN59",255000,795000
"NN60",265000,705000
"NN61",265000,715000
"NN62",265000,725000
"NN63",265000,735000
"NN64",265000,745000
"NN65",265000,755000
"NN66",265000,765000
"NN67",265000,775000
"NN68",265000,785000
"NN69",265000,795000
"NN70",275000,705000
"NN71",275000,715000
"NN72",275000,725000
"NN73",275000,735000
"NN74",275000,745000
"NN75",275000,755000
"NN76",275000,765000
"NN77",275000,775000
"NN78",275000,785000
"NN79",275000,795000
"NN80",285000,705000
"NN81",285000,715000
"NN82",285000,725000
"NN83",285000,735000
"NN84",285000,745000
"NN85",285000,755000
"NN86",285000,765000
"NN87",285000,775000
"NN88",285000,785000
"NN89",285000,795000
"NN90",295000,705000
"NN91",295000,715000
"NN92",295000,725000
"NN93",295000,735000
"NN94",295000,745000
"NN95",295000,755000
"NN96",295000,765000
"NN97",295000,775000
"NN98",295000,785000
"NN99",295000,795000
"NO00",305000,705000
"NO01",305000,715000
"NO02",305000,725000
"NO03",305000,735000
"NO04",305000,745000
"NO05",305000,755000
"NO06",305000,765000
"NO07",305000,775000
"NO08",305000,785000
"NO09",305000,795000
"NO10",315000,705000
"NO11",315000,715000
"NO12",315000,725000
"NO13",315000,735000
"NO14",315000,745000
"NO15",315000,755000
"NO16",315000,765000
"NO17",315000,775000
"NO18",315000,785000
"NO19",315000,795000
"NO20",325000,705000
"NO21",325000,715000
"NO22",325000,725000
"NO23",325000,735000
"NO24",325000,745000
"NO25",325000,755000
"NO26",325000,765000
"NO27",325000,775000
"NO28",325000,785000
"NO29",325000,795000
"NO30",335000,705000
"NO31",335000,715000
"NO32",335000,725000
"NO33",335000,735000
"NO34",335000,745000
"NO35",335000,755000
"NO36",335000,765000
"NO37",335000,775000
"NO38",335000,785000
"NO39",335000,795000
"NO40",345000,705000
"NO41",345000,715000
"NO42",345000,725000
"NO43",345000,735000
"NO44",345000,745000
"NO45",345000,755000
"NO46",345000,765000
"NO47",345000,775000
"NO48",345000,785000
"NO49",345000,795000
"NO50",355000,705000
"NO51",355000,715000
"NO52",355000,725000
"NO53",355000,735000
"NO54",355000,745000
"NO55",355000,755000
"NO56",355000,765000
"NO57",355000,775000
"NO58",355000,785000
"NO59",355000,795000
"NO60",365000,705000
"NO61",365000,715000
"NO63",365000,735000
"NO64",365000,745000
"NO65",365000,755000
"NO66",365000,765000
"NO67",365000,775000
"NO68",365000,785000
"NO69",365000,795000
"NO74",375000,745000
"NO75",375000,755000
"NO76",375000,765000
"NO77",375000,775000
"NO78",375000,785000
"NO79",375000,795000
"NO86",385000,765000
"NO87",385000,775000
"NO88",385000,785000
"NO89",385000,795000
"NO99",395000,795000
"NR15",115000,655000
"NR16",115000,665000
"NR24",125000,645000
"NR25",125000,655000
"NR26",125000,665000
"NR27",125000,675000
"NR34",135000,645000
"NR35",135000,655000
"NR36",135000,665000
"NR37",135000,675000
"NR38",135000,685000
"NR39",135000,695000
"NR44",145000,645000
"NR45",145000,655000
"NR46",145000,665000
"NR47",145000,675000
"NR49",145000,695000
"NR50",155000,605000
"NR56",155000,665000
"NR57",155000,675000
"NR58",155000,685000
"NR59",155000,695000
"NR60",165000,605000
"NR61",165000,615000
"NR62",165000,625000
"NR63",165000,635000
"NR64",165000,645000
"NR65",165000,655000
"NR67",165000,675000
"NR68",165000,685000
"NR69",165000,695000
"NR70",175000,605000
"NR71",175000,615000
"NR72",175000,625000
"NR73",175000,635000
"NR74",175000,645000
"NR75",175000,655000
"NR76",175000,665000
"NR77",175000,675000
"NR78",175000,685000
"NR79",175000,695000
"NR82",185000,625000
"NR83",185000,635000
"NR84",185000,645000
"NR85",185000,655000
"NR86",185000,665000
"NR87",185000,675000
"NR88",185000,685000
"NR89",185000,695000
"NR92",195000,625000
"NR93",195000,635000
"NR94",195000,645000
"NR95",195000,655000
"NR96",195000,665000
"NR97",195000,675000
"NR98",195000,685000
"NR99",195000,695000
"NS01",205000,615000
"NS02",205000,625000
"NS03",205000,635000
"NS04",205000,645000
"NS05",205000,655000
"NS06",205000,665000
"NS07",205000,675000
"NS08",205000,685000
"NS09",205000,695000
"NS10",215000,605000
"NS14",215000,645000
"NS15",215000,655000
"NS16",215000,665000
"NS17",215000,675000
"NS18",215000,685000
"NS19",215000,695000
"NS20",225000,605000
"NS21",225000,615000
"NS23",225000,635000
"NS24",225000,645000
"NS25",225000,655000
"NS26",225000,665000
"NS27",225000,675000
"NS28",225000,685000
"NS29",225000,695000
"NS30",235000,605000
"NS31",235000,615000
"NS32",235000,625000
"NS33",235000,635000
"NS34",235000,645000
"NS35",235000,655000
"NS36",235000,665000
"NS37",235000,675000
"NS38",235000,685000
"NS39",235000,695000
"NS40",245000,605000
"NS41",245000,615000
"NS42",245000,625000
"NS43",245000,635000
"NS44",245000,645000
"NS45",245000,655000
"NS46",245000,665000
"NS47",245000,675000
"NS48",245000,685000
"NS49",245000,695000
"NS50",255000,605000
"NS51",255000,615000
"NS52",255000,625000
"NS53",255000,635000
"NS54",255000,645000
"NS55",255000,655000
"NS56",255000,665000
"NS57",255000,675000
"NS58",255000,685000
"NS59",255000,695000
"NS60",265000,605000
"NS61",265000,615000
"NS62",265000,625000
"NS63",265000,635000
"NS64",265000,645000
"NS65",265000,655000
"NS66",265000,665000
"NS67",265000,675000
"NS68",265000,685000
"NS69",265000,695000
"NS70",275000,605000
"NS71",275000,615000
"NS72",275000,625000
"NS73",275000,635000
"NS74",275000,645000
"NS75",275000,655000
"NS76",275000,665000
"NS77",275000,675000
"NS78",275000,685000
"NS79",275000,695000
"NS80",285000,605000
"NS81",285000,615000
"NS82",285000,625000
"NS83",285000,635000
"NS84",285000,645000
"NS85",285000,655000
"NS86",285000,665000
"NS87",285000,675000
"NS88",285000,685000
"NS89",285000,695000
"NS90",295000,605000
"NS91",295000,615000
"NS92",295000,625000
"NS93",295000,635000
"NS94",295000,645000
"NS95",295000,655000
"NS96",295000,665000
"NS97",295000,675000
"NS98",295000,685000
"NS99",295000,695000
"NT00",305000,605000
"NT01",305000,615000
"NT02",305000,625000
"NT03",305000,635000
"NT04",305000,645000
"NT05",305000,655000
"NT06",305000,665000
"NT07",305000,675000
"NT08",305000,685000
"NT09",305000,695000
"NT10",315000,605000
"NT11",315000,615000
"NT12",315000,625000
"NT13",315000,635000
"NT14",315000,645000
"NT15",315000,655000
"NT16",315000,665000
"NT17",315000,675000
"NT18",315000,685000
"NT19",315000,695000
"NT20",325000,605000
"NT21",325000,615000
"NT22",325000,625000
"NT23",325000,635000
"NT24",325000,645000
"NT25",325000,655000
"NT26",325000,665000
